gameid,teamSize,forts,duration_s,runcount,winner,rock_final,paper_final,scissors_final,rock_conversions,paper_conversions,scissors_conversions,rock_mode_HUNT,rock_mode_DEFEND,rock_mode_REGROUP,rock_mode_SCATTER,paper_mode_HUNT,paper_mode_DEFEND,paper_mode_REGROUP,paper_mode_SCATTER,scissors_mode_HUNT,scissors_mode_DEFEND,scissors_mode_REGROUP,scissors_mode_SCATTER,total_conversions,wipe_risk_total,wipe_risk_rock,wipe_risk_paper,wipe_risk_scissors,winner_had_fear_at_end,winner_prey_left,fort_near_wins,fort_cover_wins,fort_near_losses,fort_cover_losses,overcrowd_events,avg_pack_density,avg_flank_imbalance,endgame_frames,endgame_seconds,endgame_prey_start,endgame_split_events,endgame_simultaneous,VISION_FAR,NEAR_TARGET_AGGRO,CLUSTER_BONUS,FEAR_CLOSE_MULT,SCATTER_COUNT_THRESHOLD,TARGET_LOCK_TTL,HUNT_ADVANTAGE,COHESION_WEIGHT,PACK_HUNT_MULT,FINISH_BONUS,ESCAPE_BONUS_WEIGHT,FEAR_POP_SCALE
730142b4-33b4-4069-ac63-5aec520535c4,15,4,37.95,2277,PAPER,0,45,0,56,71,41,0.658,0.0,0.224,0.118,0.579,0.039,0.208,0.173,0.351,0.066,0.342,0.241,168,1,1,0,0,0,0,29,67,30,68,151,9.26,0.004,492,8.2,43,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
8d4ed029-abdb-4542-896a-ed8574d2069b,18,7,31.47,1888,ROCK,45,0,0,108,78,93,0.63,0.079,0.214,0.077,0.622,0.021,0.333,0.024,0.595,0.008,0.233,0.164,279,1,0,0,1,0,0,71,214,71,215,262,10.94,0.004,338,5.63,33,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
ce886199-a737-44a7-9b28-f2d911271783,15,8,39.27,2356,SCISSORS,0,0,54,79,97,115,0.546,0.008,0.397,0.049,0.499,0.008,0.242,0.251,0.539,0.079,0.227,0.155,291,1,0,1,0,0,0,91,200,90,200,278,12.43,0.005,536,8.93,47,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
f945ff0b-9b9e-4b8c-b933-6c55d083b28b,5,4,44.13,2648,ROCK,45,0,0,114,84,99,0.574,0.006,0.219,0.202,0.56,0.045,0.306,0.089,0.596,0.081,0.232,0.091,297,1,0,0,1,0,0,38,141,55,147,282,11.77,0.003,408,6.8,27,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
009524c2-508f-49e6-8c61-32dbeb5ad081,16,7,63.38,3803,ROCK,15,0,0,38,28,33,0.534,0.0,0.142,0.325,0.25,0.0,0.179,0.572,0.405,0.0,0.151,0.444,99,1,0,0,1,0,0,33,69,39,66,55,4.07,0.008,338,5.63,10,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
41e1f959-03e7-4342-af06-bb47eb5e4167,13,4,43.45,2607,PAPER,0,48,0,81,97,65,0.613,0.052,0.228,0.107,0.584,0.126,0.215,0.075,0.45,0.197,0.335,0.017,243,1,1,0,0,0,0,38,167,43,166,237,11.97,0.005,472,7.87,35,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
050dcb66-5c40-42dd-9171-e1c05fd04763,6,4,42.52,2551,SCISSORS,0,0,39,56,69,82,0.439,0.106,0.359,0.096,0.471,0.02,0.237,0.273,0.504,0.01,0.224,0.263,207,1,0,1,0,0,0,42,93,47,88,196,12.65,0.002,516,8.6,31,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
58b428ce-7b6f-4693-aa18-2568e6ea6e78,14,7,31.18,1871,SCISSORS,0,0,18,11,17,23,0.262,0.0,0.441,0.297,0.497,0.0,0.324,0.179,0.412,0.0,0.305,0.283,51,1,0,1,0,0,0,14,26,15,27,37,5.18,0.003,436,7.27,16,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
181dcf31-72ab-4b31-828e-e8616d9c844f,8,9,39.8,2388,SCISSORS,0,0,42,82,96,110,0.49,0.096,0.37,0.044,0.519,0.086,0.218,0.178,0.546,0.059,0.203,0.192,288,1,0,1,0,0,0,68,228,69,230,263,11.54,0.003,573,9.55,34,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
64390d91-0512-434d-860e-367ceb82c281,16,5,43.28,2597,SCISSORS,0,0,24,30,38,46,0.433,0.035,0.263,0.269,0.475,0.0,0.188,0.337,0.587,0.0,0.175,0.238,114,1,0,1,0,0,0,22,56,22,61,91,7.18,0.006,382,6.37,14,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7a4a8808-2a1d-4b10-8da3-8e557ad3c398,13,8,45.57,2734,PAPER,0,48,0,106,122,90,0.528,0.049,0.214,0.208,0.682,0.035,0.201,0.082,0.455,0.031,0.293,0.221,318,1,1,0,0,0,0,78,208,77,207,297,11.61,0.004,384,6.4,36,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7439541d-0510-48b1-9b88-2b39e2124494,16,4,32.37,1942,ROCK,39,0,0,54,28,41,0.537,0.062,0.28,0.121,0.404,0.015,0.499,0.082,0.501,0.0,0.298,0.201,123,1,0,0,1,0,0,25,90,31,89,113,10.77,0.002,592,9.87,25,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
4bde906a-78d4-4771-94d4-520a13a4ca7a,11,5,57.5,3450,PAPER,0,48,0,207,223,191,0.675,0.071,0.141,0.113,0.612,0.067,0.13,0.191,0.652,0.12,0.184,0.043,621,1,1,0,0,0,0,128,439,154,436,607,13.39,0.006,330,5.5,35,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
3f9a6b8f-54ba-4fab-b508-4c8485ded360,5,8,24.27,1456,ROCK,33,0,0,35,13,24,0.636,0.0,0.364,0.0,0.436,0.0,0.522,0.041,0.478,0.0,0.388,0.134,72,1,0,0,1,0,0,28,48,32,49,68,10.08,0.022,386,6.43,18,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
04673a33-046c-4d39-8daa-8f24d74392c2,7,7,56.9,3414,ROCK,15,0,0,35,25,30,0.324,0.0,0.167,0.51,0.385,0.0,0.22,0.395,0.48,0.0,0.177,0.343,90,1,0,0,1,0,0,30,55,30,60,56,4.59,0.005,364,6.07,10,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
d8075b5d-2ce1-4ab2-ae8e-e245715a08fb,12,7,45.4,2724,SCISSORS,0,0,21,34,41,48,0.189,0.0,0.277,0.534,0.723,0.0,0.22,0.057,0.637,0.0,0.207,0.156,123,1,0,1,0,0,0,45,85,51,82,93,5.75,0.002,354,5.9,15,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7db2b8e4-01c5-4061-b791-4a125e29271a,8,7,146.6,8796,SCISSORS,0,0,36,278,290,302,0.702,0.073,0.109,0.117,0.506,0.083,0.069,0.342,0.598,0.144,0.065,0.192,870,1,0,1,0,0,0,244,702,299,699,780,9.41,0.013,541,9.02,28,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
0c3ef225-605d-49fe-a8c7-148c6d3caa54,9,4,49.67,2980,ROCK,24,0,0,56,40,48,0.56,0.042,0.18,0.218,0.576,0.015,0.287,0.122,0.591,0.0,0.191,0.218,144,1,0,0,1,0,0,29,93,31,93,117,6.81,0.01,495,8.25,21,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
e7be3e76-2e5b-4049-ba22-3b5bec824b89,20,5,43.0,2580,SCISSORS,0,0,27,29,38,47,0.579,0.0,0.26,0.161,0.516,0.01,0.188,0.287,0.506,0.118,0.174,0.202,114,1,0,1,0,0,0,20,75,25,75,94,8.04,0.01,400,6.67,15,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
57c9c3f5-0d72-4105-9700-eede76d286d1,19,9,34.33,2060,ROCK,60,0,0,175,135,155,0.653,0.085,0.262,0.0,0.546,0.046,0.33,0.078,0.495,0.175,0.279,0.051,465,1,0,0,1,0,0,216,441,224,440,455,14.57,0.008,265,4.42,14,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
1bc92dfd-4438-4921-971c-e2f961bc417e,15,7,56.62,3397,ROCK,57,0,0,197,159,178,0.572,0.134,0.157,0.137,0.466,0.099,0.274,0.162,0.541,0.134,0.168,0.157,534,1,0,0,1,0,0,119,352,137,351,507,13.1,0.01,542,9.03,36,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
ff2d1b72-34cc-4ffa-b183-f471497a4437,17,5,87.68,5261,SCISSORS,0,0,45,200,215,230,0.658,0.066,0.178,0.099,0.535,0.084,0.111,0.27,0.71,0.141,0.105,0.045,645,1,0,1,0,0,0,95,482,118,475,600,10.36,0.012,541,9.02,42,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
6214ef2c-2da3-4996-910d-cd68d3497f65,7,7,27.07,1624,SCISSORS,0,0,51,45,62,79,0.468,0.04,0.462,0.031,0.471,0.068,0.32,0.142,0.554,0.022,0.298,0.126,186,1,0,1,0,0,0,64,130,61,131,173,10.35,0.006,429,7.15,40,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
af22f29f-4173-43c6-a931-6f7b70ec9b88,19,6,67.4,4044,ROCK,21,0,0,75,61,68,0.649,0.0,0.146,0.205,0.443,0.0,0.216,0.341,0.497,0.0,0.155,0.349,204,1,0,0,1,0,0,39,117,50,116,157,5.9,0.015,439,7.32,13,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
4247c75f-39bc-4521-880a-4909263fa307,11,6,32.88,1973,SCISSORS,0,0,57,69,88,107,0.397,0.104,0.43,0.068,0.506,0.063,0.251,0.18,0.552,0.066,0.233,0.149,264,1,0,1,0,0,0,66,182,92,181,255,14.69,0.008,523,8.72,49,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
d389e7fb-c183-40f7-b04f-40080b5cbd83,16,6,172.4,10344,SCISSORS,0,0,33,294,305,316,0.656,0.06,0.076,0.207,0.575,0.098,0.061,0.266,0.59,0.12,0.058,0.232,915,1,0,1,0,0,0,264,759,303,760,792,8.38,0.01,374,6.23,17,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
fceb2aeb-ef99-413d-ad34-1ac37206207c,9,4,166.73,10004,SCISSORS,0,0,48,517,533,549,0.507,0.165,0.093,0.234,0.708,0.184,0.055,0.053,0.729,0.109,0.051,0.11,1599,1,0,1,0,0,0,212,1056,245,1051,1529,12.25,0.007,579,9.65,47,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
98ece50e-6134-44b1-8f11-eec146ecac89,7,6,38.12,2287,SCISSORS,0,0,27,12,21,30,0.43,0.0,0.365,0.205,0.635,0.0,0.275,0.09,0.522,0.066,0.26,0.153,63,1,0,1,0,0,0,14,41,13,40,49,6.87,0.004,432,7.2,14,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b11af239-fbf6-4c1d-a071-b2d46cc1db46,8,10,53.82,3229,ROCK,21,0,0,49,35,42,0.548,0.0,0.184,0.268,0.347,0.008,0.288,0.358,0.653,0.0,0.195,0.152,126,1,0,0,1,0,0,43,82,47,82,100,6.21,0.014,514,8.57,15,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
8054d61a-4826-41ed-8049-52b21f2c6793,15,9,47.58,2855,SCISSORS,0,0,24,43,51,59,0.377,0.028,0.359,0.236,0.513,0.0,0.208,0.278,0.587,0.033,0.196,0.184,153,1,0,1,0,0,0,44,109,46,105,117,6.42,0.007,635,10.58,20,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
be675a21-a3a9-4703-9536-489a5c5607f3,13,5,41.83,2510,SCISSORS,0,0,45,103,118,133,0.496,0.05,0.323,0.131,0.544,0.062,0.223,0.171,0.631,0.112,0.209,0.048,354,1,0,1,0,0,0,67,250,83,249,336,12.18,0.007,425,7.08,25,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
d6a1bc23-718f-4853-9394-631f56946360,10,10,52.12,3127,SCISSORS,0,0,39,78,91,104,0.629,0.035,0.24,0.096,0.728,0.032,0.206,0.034,0.673,0.056,0.195,0.077,273,1,0,1,0,0,0,87,253,94,253,242,8.58,0.007,312,5.2,12,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
3f7b1aa7-c437-4021-85ad-c6126532393a,14,4,78.33,4700,SCISSORS,0,0,30,85,95,105,0.545,0.097,0.178,0.181,0.72,0.093,0.119,0.068,0.614,0.069,0.112,0.205,285,1,0,1,0,0,0,69,212,66,209,248,8.22,0.009,450,7.5,21,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
61cb10ba-977a-47b5-9e6c-002501f2cc93,6,8,90.18,5411,SCISSORS,0,0,42,214,228,242,0.528,0.14,0.153,0.178,0.535,0.066,0.111,0.288,0.594,0.105,0.104,0.196,684,1,0,1,0,0,0,257,604,271,600,635,10.02,0.009,426,7.1,25,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
cbb88522-f25e-4841-8f66-85952b9f2439,13,8,43.47,2608,ROCK,18,0,0,34,22,28,0.274,0.0,0.232,0.494,0.538,0.011,0.368,0.082,0.45,0.0,0.245,0.305,84,1,0,0,1,0,0,31,45,30,41,56,5.2,0.0,553,9.22,16,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
0bfaf26b-7423-40df-886a-215ca9e197f8,5,6,128.72,7723,ROCK,39,0,0,365,339,352,0.631,0.129,0.068,0.172,0.606,0.12,0.114,0.16,0.797,0.035,0.072,0.096,1056,1,0,0,1,0,0,308,777,344,790,993,10.31,0.013,503,8.38,15,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
30f0420b-be40-4679-b9a5-470d1f55fabc,19,6,22.62,1357,SCISSORS,0,0,15,4,9,14,0.232,0.0,0.625,0.143,0.305,0.0,0.434,0.261,0.533,0.0,0.408,0.059,27,1,0,1,0,0,0,1,14,4,13,16,4.85,0.0,487,8.12,10,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
63a51620-099b-4eec-a9c2-6f8a089d4c5c,15,8,27.8,1668,ROCK,57,0,0,87,49,68,0.521,0.054,0.302,0.123,0.44,0.144,0.398,0.018,0.5,0.051,0.323,0.126,204,0,0,0,0,0,0,60,163,70,161,195,14.49,0.003,278,4.63,21,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
d5c3dfd3-ec64-4c17-8f2e-dc4b6b51108a,10,5,31.67,1900,ROCK,45,0,0,66,36,51,0.547,0.037,0.234,0.182,0.474,0.011,0.447,0.068,0.513,0.039,0.253,0.195,153,1,0,0,1,0,0,36,100,40,101,140,10.71,0.004,565,9.42,41,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
fbc1d026-9f1e-47e6-be00-b507fb8e0372,6,4,42.55,2553,ROCK,30,0,0,61,41,51,0.632,0.0,0.209,0.159,0.297,0.08,0.348,0.274,0.589,0.063,0.223,0.125,153,1,0,0,1,0,0,24,67,34,66,137,9.13,0.014,508,8.47,21,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7d1f3667-a7f4-4746-af87-f41465ff3f7a,10,5,26.03,1562,SCISSORS,0,0,18,6,12,18,0.313,0.0,0.444,0.243,0.502,0.0,0.342,0.157,0.342,0.0,0.319,0.339,36,1,0,1,0,0,0,5,12,5,11,28,5.78,0.003,327,5.45,15,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
24e567fd-09e7-40a5-86b7-6c8e09bd4cb4,17,9,43.62,2617,ROCK,30,0,0,61,41,51,0.477,0.078,0.221,0.223,0.41,0.05,0.408,0.132,0.395,0.027,0.235,0.344,153,1,0,0,1,0,0,59,98,66,102,134,8.44,0.006,677,11.28,29,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
bd1e4be0-37e3-4963-a1d3-14eacd22680a,12,6,131.95,7917,ROCK,51,0,0,504,470,487,0.616,0.136,0.072,0.176,0.592,0.193,0.136,0.079,0.719,0.123,0.076,0.081,1461,1,0,0,1,0,0,458,1179,474,1185,1395,12.27,0.01,682,11.37,47,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
c027d948-7d5a-4eaa-9c07-1821402315ab,18,7,34.28,2057,ROCK,36,0,0,61,37,49,0.519,0.015,0.238,0.228,0.476,0.066,0.43,0.029,0.471,0.007,0.255,0.267,147,1,0,0,1,0,0,47,103,42,106,135,9.78,0.002,582,9.7,27,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
215d6185-fce6-419c-b6fc-11c356612992,12,7,39.58,2375,ROCK,54,0,0,149,113,131,0.657,0.008,0.2,0.135,0.566,0.156,0.255,0.023,0.615,0.131,0.215,0.04,393,1,0,0,1,0,0,78,326,93,326,364,10.82,0.01,250,4.17,13,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
3f78437f-2d83-4294-bc7f-6f93ce643466,15,9,29.55,1773,ROCK,36,0,0,40,16,28,0.521,0.025,0.332,0.121,0.33,0.087,0.476,0.107,0.524,0.0,0.352,0.124,84,1,0,0,1,0,0,29,60,29,57,75,10.95,0.006,438,7.3,19,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
7417398a-0cd7-4003-8c92-2d7cc5337026,13,5,37.3,2238,SCISSORS,0,0,45,56,71,86,0.4,0.02,0.435,0.145,0.391,0.038,0.272,0.299,0.565,0.0,0.257,0.179,213,1,0,1,0,0,0,36,95,38,101,191,9.08,0.006,578,9.63,43,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
8f9c87e6-4847-4b91-bfc2-a92968916d95,18,7,32.75,1965,SCISSORS,0,0,39,50,63,76,0.537,0.023,0.397,0.043,0.438,0.079,0.295,0.188,0.588,0.02,0.277,0.115,189,1,0,1,0,0,0,51,145,61,143,176,10.75,0.011,380,6.33,30,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
6856c902-1084-470a-846e-e61555d0ae75,6,5,26.9,1614,ROCK,54,0,0,89,53,71,0.545,0.115,0.341,0.0,0.368,0.102,0.48,0.05,0.52,0.0,0.362,0.118,213,1,0,0,1,0,0,72,148,78,144,198,12.06,0.005,394,6.57,34,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
69eaa7a1-e69b-4c22-8914-4610511f71ee,19,8,58.98,3539,SCISSORS,0,0,18,28,34,40,0.499,0.0,0.234,0.267,0.301,0.0,0.155,0.544,0.681,0.006,0.145,0.168,102,1,0,1,0,0,0,29,73,31,76,70,4.8,0.003,509,8.48,14,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
e75d2452-9638-4fa9-a779-0e74d520e4d4,20,6,25.97,1558,PAPER,0,57,0,53,72,34,0.471,0.115,0.34,0.074,0.683,0.0,0.317,0.0,0.5,0.0,0.413,0.087,159,1,1,0,0,0,0,28,135,33,139,157,11.86,0.009,268,4.47,14,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
5c9e0460-9a57-4df0-9f88-69a06eaf09bc,17,8,39.4,2364,ROCK,60,0,0,213,173,193,0.624,0.04,0.22,0.116,0.522,0.11,0.355,0.013,0.488,0.135,0.235,0.142,579,1,0,0,1,0,0,143,476,171,482,550,13.9,0.007,434,7.23,48,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
2965104b-6637-4c34-8aed-c19eb409f517,9,5,68.37,4102,ROCK,51,0,0,236,202,219,0.717,0.108,0.113,0.061,0.525,0.085,0.241,0.149,0.618,0.141,0.122,0.119,657,1,0,0,1,0,0,129,459,137,464,601,11.3,0.007,672,11.2,50,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
ea643f2b-441c-4e6a-9dcd-5bc226794ed5,5,7,34.67,2080,SCISSORS,0,0,27,23,32,41,0.317,0.0,0.469,0.214,0.433,0.099,0.288,0.18,0.663,0.0,0.272,0.065,96,1,0,1,0,0,0,29,53,27,53,79,8.14,0.01,590,9.83,26,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
49949449-eb8f-4f0d-a19f-fdd5a47b0c13,13,4,49.65,2979,SCISSORS,0,0,15,15,20,25,0.361,0.0,0.275,0.364,0.468,0.0,0.191,0.341,0.513,0.0,0.18,0.307,60,1,0,1,0,0,0,14,24,7,20,38,4.47,0.005,444,7.4,9,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
67b4b250-7495-42d8-b8f1-f12bd392788a,9,7,28.97,1738,ROCK,39,0,0,64,38,51,0.526,0.063,0.293,0.118,0.491,0.011,0.408,0.089,0.56,0.032,0.313,0.095,153,1,0,0,1,0,0,40,90,41,90,135,9.02,0.008,338,5.63,37,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
dae267a7-1f99-4253-8af5-3dcc0a03e53f,12,5,27.12,1627,ROCK,27,0,0,36,18,27,0.583,0.0,0.34,0.077,0.42,0.0,0.54,0.04,0.46,0.0,0.362,0.178,81,1,0,0,1,0,0,29,46,28,43,78,9.67,0.02,507,8.45,24,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
0aecc628-69d0-42ee-a470-e5974f2e0fce,5,8,43.37,2602,SCISSORS,0,0,36,67,79,91,0.468,0.083,0.28,0.169,0.514,0.083,0.23,0.173,0.691,0.054,0.217,0.038,237,1,0,1,0,0,0,45,159,54,158,218,10.91,0.01,327,5.45,23,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
2ef3c452-bd6c-457b-92b4-99258acef725,18,5,80.5,4830,ROCK,15,0,0,47,37,42,0.418,0.0,0.112,0.47,0.358,0.0,0.206,0.436,0.5,0.0,0.119,0.381,126,1,0,0,1,0,0,34,75,33,74,81,4.47,0.01,630,10.5,13,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
8306c701-877e-476b-aac5-aa7beba2a2df,10,8,41.55,2493,ROCK,54,0,0,122,86,104,0.533,0.134,0.204,0.128,0.505,0.118,0.367,0.01,0.567,0.03,0.218,0.184,312,1,0,0,1,0,0,111,211,108,208,298,12.83,0.006,523,8.72,52,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
33da89c3-bc3b-48ed-a3a0-19cdf104eb0d,12,8,29.02,1741,ROCK,30,0,0,39,19,29,0.586,0.0,0.282,0.132,0.477,0.009,0.48,0.034,0.489,0.0,0.302,0.21,87,1,0,0,1,0,0,15,62,21,61,72,7.46,0.007,516,8.6,19,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
a34a8606-1962-4f3d-9822-32ec256691b7,9,6,42.75,2565,SCISSORS,0,0,36,53,65,77,0.556,0.076,0.236,0.133,0.456,0.09,0.22,0.234,0.612,0.058,0.207,0.123,195,1,0,1,0,0,0,66,150,73,146,185,10.32,0.011,225,3.75,8,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
4eefac8a-f3d1-4444-aa7e-7f749cfc3623,8,6,78.28,4697,ROCK,27,0,0,97,79,88,0.545,0.024,0.105,0.326,0.443,0.044,0.174,0.339,0.728,0.018,0.113,0.141,264,1,0,0,1,0,0,58,179,75,179,216,7.14,0.015,492,8.2,24,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b2462ebe-1af8-4afa-a175-cac66e508cb4,9,8,27.92,1675,SCISSORS,0,0,24,14,22,30,0.26,0.0,0.478,0.263,0.493,0.03,0.376,0.101,0.543,0.0,0.355,0.101,66,1,0,1,0,0,0,19,47,18,42,61,8.35,0.01,400,6.67,11,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
08a1f8bb-7587-4a7f-865a-c5811b623bd9,5,5,36.77,2206,ROCK,27,0,0,42,24,33,0.626,0.029,0.24,0.104,0.249,0.0,0.374,0.376,0.608,0.0,0.256,0.136,99,1,0,0,1,0,0,21,63,20,58,76,7.21,0.02,461,7.68,18,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
97c50136-0f6c-481c-a419-54625b44a159,6,10,71.58,4295,ROCK,15,0,0,43,33,38,0.367,0.0,0.13,0.503,0.434,0.0,0.192,0.374,0.495,0.0,0.139,0.367,114,1,0,0,1,0,0,29,76,32,75,68,4.46,0.003,430,7.17,12,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
f9314b8d-8dc9-495a-831e-8772d52aea2d,18,4,39.8,2388,SCISSORS,0,0,18,15,21,27,0.236,0.0,0.383,0.381,0.561,0.0,0.257,0.182,0.504,0.0,0.243,0.253,63,1,0,1,0,0,0,14,33,15,32,51,5.86,0.005,528,8.8,16,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
0e5944bf-5043-4191-a9fa-01cf4a3e3151,11,7,53.68,3221,SCISSORS,0,0,54,143,161,179,0.483,0.188,0.236,0.093,0.534,0.14,0.174,0.152,0.581,0.14,0.163,0.116,483,1,0,1,0,0,0,101,405,111,398,458,12.07,0.008,371,6.18,37,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
b86fc2b6-2766-45f2-a662-7f48e5471736,17,4,41.87,2512,SCISSORS,0,0,33,59,70,81,0.583,0.0,0.312,0.105,0.571,0.07,0.193,0.167,0.722,0.056,0.179,0.044,210,1,0,1,0,0,0,29,155,39,158,188,8.88,0.02,497,8.28,27,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
29d20d9b-2d71-4fb0-b57d-8c2afab9daad,18,7,55.12,3307,ROCK,51,0,0,198,164,181,0.583,0.091,0.144,0.183,0.603,0.042,0.225,0.13,0.637,0.015,0.154,0.193,543,1,0,0,1,0,0,127,445,136,437,521,12.67,0.006,427,7.12,36,0,29,30.0,2.4,0.95,2.1,4,45,1.15,0.55,1.9,1.1,0.65,0.55
